"Neighborhood","Activated","Latitude","Longitude"
"Melrose South-Mott Haven North",2018-06-01,40.8144708151,-73.9129543323
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6937010002,-73.9821952006
"Central Harlem South",2016-10-01,40.8100233403,-73.95141341
"Upper West Side",2018-01-01,40.7833730004,-73.9801230005
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-01-01,40.7441140004,-73.9958919999
"Washington Heights North",2018-03-01,40.85225684,-73.9314519794
"Bayside-Bayside Hills",2016-01-01,40.7601255812,-73.7683619807
"East Flatbush-Farragut",2016-01-01,40.6486367052,-73.9303739197
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.692144,-73.9867870001
"Midtown-Midtown South",2018-06-01,40.7471439998,-73.9836979999
"Upper West Side",2016-01-01,40.7939190003,-73.9723230003
"Pelham Bay-Country Club-City Island",2016-01-01,40.8471000002,-73.822992
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-05-01,40.7439192899,-73.9996452
"Upper West Side",2016-11-01,40.7965659996,-73.9706190003
"Gramercy",2016-07-01,40.7334700002,-73.9873840006
"Midtown-Midtown South",2017-06-01,40.7497280003,-73.9951099996
"Upper West Side",2016-10-01,40.79673748,-73.9686468399
"Mott Haven-Port Morris",2018-07-01,40.8125574777,-73.9262436244
"Clinton",2018-05-01,40.7638027502,-73.9851574099
"East Harlem South",2016-04-01,40.7873089996,-73.9479439998
"Upper East Side-Carnegie Hill",2016-04-01,40.7846625399,-73.9498739199
"Upper West Side",2016-04-01,40.7862069998,-73.9776979995
"Midtown-Midtown South",2017-05-01,40.7597119996,-73.9740080001
"Clinton Hill",2016-01-01,40.6880890003,-73.9668389999
"Hunters Point-Sunnyside-West Maspeth",2018-03-01,40.7435585598,-73.9537388605
"Governors Island",2016-01-01,40.6891900004,-74.0182600001
"Sunset Park West",2016-01-01,40.6413620004,-74.0178809996
"Central Harlem North-Polo Grounds",2016-01-01,40.814105,-73.9404430002
"Washington Heights South",2018-03-01,40.8435671304,-73.9378068404
"Maspeth",2016-01-01,40.7269953701,-73.8931045649
"East Harlem South",2016-03-01,40.7914806398,-73.9448948197
"Washington Heights South",2018-03-01,40.8341892498,-73.9454496103
"Murray Hill-Kips Bay",2017-12-01,40.7415931604,-73.9783630102
"Homecrest",2016-01-01,40.5952368631,-73.9605993696
"Annadale-Huguenot-Prince's Bay-Eltingville",2016-01-01,40.5172829997,-74.1909960002
"Battery Park City-Lower Manhattan",2016-01-01,40.7036018001,-74.0074996996
"New Dorp-Midland Beach",2016-01-01,40.571268,-74.0872929997
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-11-01,40.7442430499,-73.9890159196
"park-cemetery-etc-Manhattan",2016-01-01,40.7755940001,-73.9764099997
"Crown Heights North",2016-01-01,40.668897,-73.9329419998
"Hamilton Heights",2016-07-01,40.822495,-73.9530069995
"SoHo-TriBeCa-Civic Center-Little Italy",2016-12-01,40.7253349798,-74.0075537698
"Upper West Side",2016-07-01,40.8005809998,-73.9677820002
"Bay Ridge",2016-01-01,40.6392919997,-74.0318959995
"East Harlem North",2016-01-01,40.8050100003,-73.9448849997
"Midtown-Midtown South",2016-07-01,40.7641267204,-73.9823085599
"East Tremont",2016-01-01,40.8441409996,-73.881968
"West New Brighton-New Brighton-St. George",2016-01-01,40.6454389996,-74.1028799998
"East Flushing",2016-01-01,40.7491399996,-73.8027
"Central Harlem North-Polo Grounds",2017-09-01,40.8185049997,-73.9411520005
"Park Slope-Gowanus",2017-10-01,40.6722418096,-73.9836268501
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-06-01,40.7416214198,-74.0013208604
"Greenpoint",2016-01-01,40.722328,-73.9496710001
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-04-01,40.7386399497,-73.9960566702
"Midtown-Midtown South",2017-02-01,40.7491525303,-73.9918012296
"Woodlawn-Wakefield",2016-01-01,40.8888948958,-73.8408371279
"Mott Haven-Port Morris",2018-07-01,40.8063848521,-73.91624535
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6936359997,-73.9883469996
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-06-01,40.7454434797,-73.9986190896
"park-cemetery-etc-Bronx",2016-01-01,40.8730099997,-73.8713490004
"Elmhurst-Maspeth",2017-08-01,40.7467111201,-73.8921447697
"Elmhurst",2016-01-01,40.7331859996,-73.8711279995
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.7553329996,-73.9441310002
"Richmond Hill",2017-06-01,40.6998411202,-73.8309361303
"St. Albans",2016-01-01,40.687191,-73.7695589996
"Clinton",2017-11-01,40.7657885097,-73.9908520096
"Midtown-Midtown South",2016-11-01,40.76361577,-73.9849872301
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7440809999,-73.9956570005
"Far Rockaway-Bayswater",2016-01-01,40.6023489997,-73.7514020003
"Murray Hill-Kips Bay",2017-06-01,40.7427360003,-73.9804593702
"Hamilton Heights",2017-02-01,40.8254459996,-73.9478679998
"park-cemetery-etc-Bronx",2016-01-01,40.8381400003,-73.9083399998
"North Side-South Side",2016-01-01,40.7200789997,-73.9495109998
"West Concourse",2016-01-01,40.8275629998,-73.9236309995
"Murray Hill-Kips Bay",2018-05-01,40.74303942,-73.9773073197
"Crown Heights North",2016-01-01,40.673781,-73.9351090003
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5793908722,-73.8377356028
"park-cemetery-etc-Brooklyn",2016-01-01,40.6574519997,-73.9639909997
"Governors Island",2016-01-01,40.6865500001,-74.0209800004
"East Williamsburg",2018-06-01,40.7141296403,-73.95028299
"University Heights-Morris Heights",2017-01-01,40.8539303602,-73.9075018202
"Washington Heights North",2018-02-01,40.856420842,-73.9284149876
"East Williamsburg",2018-04-01,40.7044959999,-73.9429890002
"Central Harlem South",2016-01-01,40.8019510002,-73.9535539995
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7272836498,-74.0054070703
"Central Harlem North-Polo Grounds",2016-01-01,40.8115680004,-73.9465369995
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7409980115,-74.0054512019
"Midtown-Midtown South",2017-10-01,40.760283,-73.9873129997
"Van Nest-Morris Park-Westchester Square",2016-01-01,40.8406719997,-73.8426019995
"East Harlem South",2016-01-01,40.7942156129,-73.9434510796
"Fort Greene",2016-01-01,40.6853080003,-73.9744719998
"Governors Island",2016-01-01,40.6885999996,-74.0145499996
"Washington Heights South",2016-07-01,40.8327310701,-73.9422657602
"Astoria",2017-05-01,40.7624639997,-73.9262620002
"West Concourse",2016-01-01,40.8279019997,-73.9283560001
"Turtle Bay-East Midtown",2018-06-01,40.7534138897,-73.9666514402
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7130013004,-74.0118027004
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-12-01,40.7437055002,-73.9920842906
"Brownsville",2016-01-01,40.6563999999,-73.9027000004
"Crown Heights North",2017-03-01,40.6795606797,-73.9354997296
"Elmhurst",2017-08-01,40.7419905501,-73.8810647697
"Mott Haven-Port Morris",2017-10-01,40.8122533801,-73.9286645299
"Murray Hill-Kips Bay",2017-06-01,40.7501325296,-73.9767944005
"Washington Heights North",2018-04-01,40.8486730402,-73.9340696
"park-cemetery-etc-Brooklyn",2016-01-01,40.6506999996,-73.9658430001
"Sunset Park West",2016-01-01,40.6551440004,-74.0035489995
"Astoria",2017-06-01,40.7659299666,-73.9198816613
"Upper West Side",2017-08-01,40.7955439399,-73.9694188694
"Central Harlem South",2016-01-01,40.8060160002,-73.9524000003
"Baisley Park",2016-01-01,40.6766200001,-73.7869500004
"East Flatbush-Farragut",2016-01-01,40.6399670003,-73.9484109997
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-02-01,40.7380396902,-73.9923766996
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6803030001,-73.9950480005
"Central Harlem South",2016-12-01,40.8113250002,-73.9520530002
"Baisley Park",2016-01-01,40.6796300003,-73.7874500001
"Morrisania-Melrose",2018-05-01,40.8239255499,-73.9085494403
"Upper East Side-Carnegie Hill",2017-04-01,40.7673640002,-73.9688649996
"Gramercy",2017-06-01,40.7412907901,-73.9815117598
"Eastchester-Edenwald-Baychester",2016-01-01,40.8852840003,-73.8385210004
"Hunters Point-Sunnyside-West Maspeth",2017-03-01,40.74492115,-73.9476629594
"Washington Heights North",2018-03-01,40.8494227497,-73.9335288201
"Georgetown-Marine Park-Bergen Beach-Mill Basin",2016-01-01,40.619868421,-73.9170212071
"Midtown-Midtown South",2016-01-01,40.7586629997,-73.9813289995
"East Harlem North",2016-01-01,40.8056239996,-73.9428120001
"Upper West Side",2018-05-01,40.7928044103,-73.9677040505
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7433065761,-74.0080261233
"Hamilton Heights",2018-05-01,40.8226334502,-73.9496402898
"East Harlem North",2016-01-01,40.8042420002,-73.9417799995
"Old Town-Dongan Hills-South Beach",2017-05-01,40.5914355797,-74.1008615799
"Greenpoint",2016-01-01,40.724635,-73.9512770002
"Sunset Park West",2018-06-01,40.6503901703,-74.00828534
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6903640003,-73.9844349999
"Eastchester-Edenwald-Baychester",2016-01-01,40.87322,-73.8378249995
"Douglas Manor-Douglaston-Little Neck",2016-01-01,40.7592451348,-73.7318266816
"Woodhaven",2017-07-01,40.692466,-73.8589480005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6946929996,-73.9838490003
"Park Slope-Gowanus",2017-04-01,40.6685332303,-73.9869562905
"Erasmus",2018-02-01,40.6428750299,-73.9575743895
"East Village",2016-12-01,40.7281577404,-73.98812504
"SoHo-TriBeCa-Civic Center-Little Italy",2018-05-01,40.7196789998,-74.0049739996
"Bedford",2016-01-01,40.6897999996,-73.9462000005
"Upper East Side-Carnegie Hill",2016-03-01,40.7796350002,-73.9535369998
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-03-01,40.6905880002,-73.9844810002
"Old Astoria",2018-06-01,40.7720331396,-73.9257777196
"Upper West Side",2018-07-01,40.7990884397,-73.9668303
"Central Harlem South",2016-10-01,40.8026068804,-73.9567962603
"Upper West Side",2018-12-01,40.7809421798,-73.9809659898
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6771929997,-74.0087229996
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6583100001,-73.9440599999
"Battery Park City-Lower Manhattan",2016-01-01,40.7047997001,-74.0022963999
"East New York",2018-02-01,40.6764746696,-73.8971674505
"Lenox Hill-Roosevelt Island",2018-12-01,40.7651929696,-73.9580621699
"Crown Heights North",2017-02-01,40.6706468699,-73.95035244
"Lincoln Square",2016-01-01,40.7714420004,-73.9881089996
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6722890003,-74.0037439994
"Battery Park City-Lower Manhattan",2016-01-01,40.7033997,-74.0084000005
"East Williamsburg",2016-01-01,40.7060920002,-73.9503080006
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6893190003,-73.9871619999
"Woodhaven",2017-08-01,40.69210611,-73.86199361
"Murray Hill-Kips Bay",2016-06-01,40.7426249999,-73.9806279995
"Upper West Side",2018-05-01,40.7921319999,-73.9734089999
"park-cemetery-etc-Queens",2016-01-01,40.74381,-73.8041900002
"Elmhurst-Maspeth",2017-07-01,40.7372059599,-73.8809396799
"Queensbridge-Ravenswood-Long Island City",2018-01-01,40.7519504418,-73.933379632
"Yorkville",2017-02-01,40.778232557,-73.9528208931
"park-cemetery-etc-Brooklyn",2016-01-01,40.6041370002,-73.9304300001
"Turtle Bay-East Midtown",2016-03-01,40.7584030197,-73.9687233604
"Lenox Hill-Roosevelt Island",2018-02-01,40.7621465403,-73.9633536195
"Washington Heights South",2016-01-01,40.8468890004,-73.9413330002
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7434366339,-74.0036487581
"East Elmhurst",2019-02-01,40.7574846299,-73.86858881
"Central Harlem South",2016-01-01,40.798959,-73.9523960004
"Battery Park City-Lower Manhattan",2016-01-01,40.7023010001,-74.0126038001
"Battery Park City-Lower Manhattan",2016-01-01,40.7094160002,-74.0065709997
"Springfield Gardens North",2016-01-01,40.6760899996,-73.7825399998
"Upper West Side",2017-06-01,40.7984766396,-73.9672652899
"Lower East Side",2016-01-01,40.7197890004,-73.9814660002
"Prospect Lefferts Gardens-Wingate",2017-04-01,40.6638268899,-73.9507746506
"Murray Hill-Kips Bay",2016-03-01,40.7477878602,-73.97677658
"East Village",2018-02-01,40.7299626777,-73.9832812963
"park-cemetery-etc-Bronx",2016-01-01,40.838217,-73.8933879996
"Forest Hills",2017-07-01,40.7206713786,-73.8428454074
"Upper West Side",2018-04-01,40.78409642,-73.9740494403
"Central Harlem South",2016-01-01,40.8005459997,-73.9524270004
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6951070003,-73.9881049995
"SoHo-TriBeCa-Civic Center-Little Italy",2019-02-01,40.72780341,-74.0052322595
"Lenox Hill-Roosevelt Island",2016-03-01,40.770456,-73.9599280005
"South Jamaica",2016-01-01,40.6955401466,-73.7902273917
"Woodside",2016-01-01,40.7468529998,-73.9088800003
"Mount Hope",2017-06-01,40.8490930197,-73.9000305104
"Midtown-Midtown South",2017-12-01,40.7515216396,-73.9901121599
"Sunset Park West",2017-04-01,40.6599019996,-73.9988219998
"Bedford Park-Fordham North",2016-01-01,40.8647810001,-73.8946260006
"Bellerose",2016-01-01,40.7397390003,-73.7350409994
"Upper West Side",2017-02-01,40.7857532904,-73.9787853502
"Melrose South-Mott Haven North",2017-03-01,40.8167513196,-73.9229548104
"West Village",2016-01-01,40.7321420004,-73.9986290001
"Carroll Gardens-Columbia Street-Red Hook",2018-02-01,40.6813456401,-73.9940469403
"Upper East Side-Carnegie Hill",2016-01-01,40.7625260003,-73.9679670005
"park-cemetery-etc-Manhattan",2016-01-01,40.785868,-73.9689159997
"Midtown-Midtown South",2016-11-01,40.7451260004,-73.9846389996
"East Harlem North",2016-01-01,40.8059740003,-73.9412440005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6912240004,-73.9866200005
"Greenpoint",2018-01-01,40.7225326303,-73.9546886905
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5913570544,-73.92396467
"Jamaica",2016-10-01,40.7046865504,-73.7966203899
"Grasmere-Arrochar-Ft. Wadsworth",2017-02-01,40.5977150787,-74.0838283464
"Midtown-Midtown South",2017-05-01,40.7530030498,-73.9792460102
"Upper West Side",2018-03-01,40.7972480004,-73.9696809999
"East Village",2016-01-01,40.7289209029,-73.9877837339
"East Elmhurst",2016-01-01,40.7624221297,-73.87386663
"Hamilton Heights",2016-07-01,40.8279319999,-73.9495810001
"East Village",2018-08-01,40.7319228897,-73.9851310702
"Hamilton Heights",2018-03-01,40.8283195897,-73.9492987604
"Schuylerville-Throgs Neck-Edgewater Park",2016-01-01,40.8215990001,-73.8266539996
"East Williamsburg",2018-06-01,40.7141908796,-73.9515524099
"Bay Ridge",2016-01-01,40.6226870003,-74.0283980001
"Central Harlem South",2017-02-01,40.8019488799,-73.9492590998
"Upper East Side-Carnegie Hill",2018-04-01,40.7769182303,-73.9615395699
"Upper West Side",2018-06-01,40.78014761,-73.9769321601
"Fort Greene",2016-01-01,40.6902329997,-73.9813279998
"park-cemetery-etc-Bronx",2016-01-01,40.8401070004,-73.8952190002
"Jamaica",2016-10-01,40.7040202805,-73.7986902301
"Jamaica",2016-01-01,40.7059620938,-73.7944075307
"North Side-South Side",2016-01-01,40.7150879997,-73.9605020001
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6950378997,-73.9873314006
"Astoria",2017-05-01,40.76453793,-73.9305991796
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5830500001,-73.8176860005
"park-cemetery-etc-Brooklyn",2016-01-01,40.6570010004,-73.9636970001
"Central Harlem North-Polo Grounds",2016-01-01,40.8096720002,-73.9440039996
"Briarwood-Jamaica Hills",2016-01-01,40.7075639996,-73.8033260001
"park-cemetery-etc-Bronx",2016-01-01,40.8491959997,-73.8210550003
"Upper West Side",2016-01-01,40.7959199908,-73.9678485166
"St. Albans",2016-01-01,40.687191,-73.7695589996
"East Harlem North",2016-01-01,40.8121810003,-73.9378339998
"Hammels-Arverne-Edgemere",2016-01-01,40.5858394078,-73.8160616201
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6806299998,-73.9953819995
"South Ozone Park",2016-01-01,40.6869072882,-73.8248296985
"Elmhurst",2017-10-01,40.7480491803,-73.8793864801
"Chinatown",2016-01-01,40.7102499999,-73.9979799999
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6966519998,-73.9860739998
"Richmond Hill",2017-08-01,40.6959125198,-73.8388098805
"Morningside Heights",2017-10-01,40.8022979999,-73.9675849996
"New Dorp-Midland Beach",2017-02-01,40.5703118496,-74.1096572901
"Melrose South-Mott Haven North",2016-12-01,40.8174459997,-73.9155739995
"Central Harlem North-Polo Grounds",2016-11-01,40.8153757699,-73.9475033596
"Erasmus",2018-02-01,40.6487330002,-73.9524139996
"West Concourse",2016-01-01,40.8265669999,-73.9267620006
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5778700002,-73.9446
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5768699999,-73.9445900006
"Central Harlem North-Polo Grounds",2016-01-01,40.8151320004,-73.9396849997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6916769998,-73.988841
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6908829998,-73.9896349995
"Fresh Meadows-Utopia",2016-01-01,40.7305439999,-73.7767179998
"Lincoln Square",2016-01-01,40.7714420004,-73.9881089996
"New Springville-Bloomfield-Travis",2016-01-01,40.5920300004,-74.1381199997
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",2018-07-01,40.5904531103,-74.10092195
"Hunts Point",2016-01-01,40.8176999997,-73.8811000001
"Baisley Park",2016-01-01,40.6714000003,-73.7886099999
"East Harlem South",2016-03-01,40.7912824004,-73.9442180495
"East Harlem North",2016-03-01,40.79783525,-73.9402562097
"East Harlem North",2016-03-01,40.8026634404,-73.9367210199
"Lincoln Square",2016-09-01,40.7695657418,-73.9818411513
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7444079933,-74.0066367391
"Dyker Heights",2016-01-01,40.6250039996,-74.0178750004
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7411000003,-73.9879139999
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.7552899997,-73.9456329999
"New Dorp-Midland Beach",2018-07-01,40.5765409998,-74.1034790005
"Upper East Side-Carnegie Hill",2016-01-01,40.7662155104,-73.9699786696
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7205677498,-74.0065562001
"Astoria",2019-01-01,40.7690955201,-73.9128369996
"Turtle Bay-East Midtown",2019-01-01,40.7537510604,-73.9659702496
"Crown Heights North",2016-01-01,40.6740399998,-73.9350530003
"Central Harlem North-Polo Grounds",2016-01-01,40.8126809996,-73.9393569996
"Fort Greene",2016-01-01,40.6946260001,-73.9751802004
"Fort Greene",2016-01-01,40.6933919998,-73.9739232
"Fort Greene",2016-01-01,40.6935090001,-73.9769811999
"Woodside",2018-06-01,40.7531391699,-73.9074535401
"Upper West Side",2016-01-01,40.7904444801,-73.9691552496
"Upper West Side",2016-01-01,40.7917942101,-73.9681766197
"Upper West Side",2016-01-01,40.7934020896,-73.9670052401
"Turtle Bay-East Midtown",2019-02-01,40.7565769998,-73.97047
"Woodhaven",2017-08-01,40.6941403398,-73.8505691605
"Governors Island",2016-01-01,40.68816,-74.0180400006
"Hammels-Arverne-Edgemere",2016-01-01,40.5865409997,-73.799973
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5805549996,-73.8259579997
"Astoria",2018-03-01,40.7625640004,-73.9195789998
"North Side-South Side",2018-02-01,40.7194043316,-73.9604743139
"Woodhaven",2018-02-01,40.6937397841,-73.8525570694
"Richmond Hill",2017-09-01,40.7006348299,-73.8270968697
"Park Slope-Gowanus",2017-08-01,40.6644060002,-73.9937149997
"Sunset Park West",2017-08-01,40.6554376004,-74.0030503197
"Hunters Point-Sunnyside-West Maspeth",2018-03-01,40.7396802501,-73.9220696606
"Prospect Heights",2018-01-01,40.6785400002,-73.9637300005
"Midtown-Midtown South",2018-03-01,40.7593788403,-73.9846366601
"Central Harlem North-Polo Grounds",2016-01-01,40.8151139996,-73.941112
